date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,year,quarter,is_weekend,cpu_allocation,storage_allocation,utilization_ratio,storage_efficiency,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_rolling_mean_7d,usage_cpu_rolling_max_7d,usage_cpu_rolling_min_7d,usage_cpu_rolling_mean_30d,usage_cpu_rolling_max_30d,usage_cpu_rolling_min_30d,usage_storage_rolling_mean_7d,usage_storage_rolling_max_7d,usage_storage_rolling_min_7d,usage_storage_rolling_mean_30d,usage_storage_rolling_max_30d,usage_storage_rolling_min_30d,weather,outages,price_changes
2023-03-13,East US,Storage,62,1989,457,83.93,1.02,0,0,3,2023,1,0,107,1586,0.5794392523364486,1.2540983606557377,74.0,74.0,54.0,69.42857142857143,93.0,58.0,71.4,99.0,51.0,1478.0,1989.0,987.0,1222.2,1989.0,566.0,29.79952138102537,0,0.761
2023-03-13,East US,Container,78,712,482,83.93,1.02,0,0,3,2023,1,0,86,1998,0.9069767441860465,0.3563563563563564,62.0,93.0,59.0,72.14285714285714,93.0,58.0,71.1,99.0,51.0,1366.7142857142858,1989.0,712.0,1227.0666666666666,1989.0,623.0,34.51666600603647,0,0.499
2023-03-14,East US,VM,52,948,303,102.6,1.08,0,1,3,2023,1,0,119,1809,0.4369747899159664,0.5240464344941956,78.0,74.0,66.0,70.14285714285714,93.0,52.0,70.66666666666667,99.0,51.0,1252.7142857142858,1989.0,712.0,1209.3666666666666,1989.0,623.0,26.65602434798387,0,-0.216
2023-03-14,East US,Storage,84,1747,209,102.6,1.08,0,1,3,2023,1,0,108,2253,0.7777777777777778,0.775410563692854,52.0,62.0,58.0,73.85714285714286,93.0,52.0,71.3,99.0,51.0,1361.2857142857142,1989.0,712.0,1243.0666666666666,1989.0,623.0,25.889517350680194,0,0.202
2023-03-14,East US,Container,70,801,430,102.6,1.08,0,1,3,2023,1,0,110,1625,0.6363636363636364,0.4929230769230769,84.0,78.0,74.0,73.28571428571429,93.0,52.0,71.06666666666666,99.0,51.0,1291.5714285714287,1989.0,712.0,1232.2333333333333,1989.0,623.0,17.25556872701355,0,-0.012
2023-03-15,East US,VM,69,1035,426,87.63,0.87,0,2,3,2023,1,0,83,1698,0.8313253012048193,0.6095406360424028,70.0,52.0,93.0,69.85714285714286,84.0,52.0,70.96666666666667,99.0,51.0,1180.7142857142858,1989.0,712.0,1209.4333333333334,1989.0,623.0,12.793083034176977,0,-0.452
2023-03-15,East US,Storage,75,1992,401,87.63,0.87,0,2,3,2023,1,0,113,1879,0.6637168141592921,1.0601383714741883,69.0,84.0,74.0,70.0,84.0,52.0,70.66666666666667,99.0,51.0,1317.7142857142858,1992.0,712.0,1245.6666666666667,1992.0,623.0,36.91647273859981,0,0.162
2023-03-15,East US,Container,87,1441,459,87.63,0.87,0,2,3,2023,1,0,97,2070,0.8969072164948454,0.6961352657004831,75.0,70.0,62.0,73.57142857142857,87.0,52.0,71.2,99.0,51.0,1239.4285714285713,1992.0,712.0,1232.4,1992.0,623.0,37.01254171489991,0,-0.59
2023-03-16,East US,VM,68,931,372,105.22,1.03,0,3,3,2023,1,0,104,2015,0.6538461538461539,0.4620347394540943,87.0,69.0,78.0,72.14285714285714,87.0,52.0,71.16666666666667,99.0,51.0,1270.7142857142858,1992.0,801.0,1237.9333333333334,1992.0,623.0,28.993043718198038,0,0.594
2023-03-16,East US,Storage,85,1873,382,105.22,1.03,0,3,3,2023,1,0,80,2238,1.0625,0.8369079535299374,68.0,75.0,52.0,76.85714285714286,87.0,68.0,72.3,99.0,51.0,1402.857142857143,1992.0,801.0,1257.3,1992.0,623.0,20.17089373146102,0,-0.232
2023-03-16,East US,Container,98,1706,345,105.22,1.03,0,3,3,2023,1,0,118,2002,0.8305084745762712,0.8521478521478522,85.0,87.0,84.0,78.85714285714286,98.0,68.0,72.83333333333333,99.0,51.0,1397.0,1992.0,801.0,1292.0666666666666,1992.0,623.0,20.476287238379825,0,0.101
2023-03-17,East US,VM,62,753,317,102.5,1.03,0,4,3,2023,1,0,116,2488,0.5344827586206896,0.30265273311897106,98.0,68.0,70.0,77.71428571428571,98.0,62.0,73.2,99.0,52.0,1390.142857142857,1992.0,753.0,1264.4,1992.0,623.0,31.778670366107182,0,0.142
2023-03-17,East US,Storage,94,1209,250,102.5,1.03,0,4,3,2023,1,0,105,2159,0.8952380952380953,0.5599814729041223,62.0,85.0,69.0,81.28571428571429,98.0,62.0,74.06666666666666,99.0,52.0,1415.0,1992.0,753.0,1278.5,1992.0,623.0,36.913307798577314,0,-0.129
2023-03-17,East US,Container,68,1949,234,102.5,1.03,0,4,3,2023,1,0,83,2077,0.8192771084337349,0.9383726528647087,94.0,98.0,75.0,80.28571428571429,98.0,62.0,74.06666666666666,99.0,52.0,1408.857142857143,1949.0,753.0,1300.9,1992.0,623.0,36.61259272795352,0,0.293
2023-03-18,East US,VM,70,1425,305,93.2,1.02,1,5,3,2023,1,1,80,1604,0.875,0.8884039900249376,68.0,62.0,87.0,77.85714285714286,98.0,62.0,73.56666666666666,99.0,52.0,1406.5714285714287,1949.0,753.0,1327.6333333333334,1992.0,712.0,33.396266375728715,0,-0.237
2023-03-18,East US,Storage,79,1865,419,93.2,1.02,1,5,3,2023,1,1,87,2011,0.9080459770114943,0.9273993038289409,70.0,94.0,68.0,79.42857142857143,98.0,62.0,72.9,98.0,52.0,1540.0,1949.0,753.0,1336.9333333333334,1992.0,712.0,29.26094938462863,0,0.436
2023-03-18,East US,Container,56,662,419,93.2,1.02,1,5,3,2023,1,1,102,2362,0.5490196078431373,0.2802709568162574,79.0,68.0,85.0,75.28571428571429,98.0,56.0,71.96666666666667,98.0,52.0,1367.0,1949.0,662.0,1325.0666666666666,1992.0,662.0,12.524198949851465,0,-0.673
2023-03-19,East US,VM,93,1395,341,102.93,0.93,1,6,3,2023,1,1,83,2434,1.1204819277108433,0.5731306491372227,56.0,70.0,98.0,74.57142857142857,94.0,56.0,73.06666666666666,98.0,52.0,1322.5714285714287,1949.0,662.0,1331.5,1992.0,662.0,14.848861422838413,0,0.063
2023-03-19,East US,Storage,86,813,220,102.93,0.93,1,6,3,2023,1,1,85,2301,1.011764705882353,0.3533246414602347,93.0,79.0,62.0,78.0,94.0,56.0,73.43333333333334,98.0,52.0,1331.142857142857,1949.0,662.0,1324.9666666666667,1992.0,662.0,36.956625655812374,0,0.969
2023-03-19,East US,Container,67,1654,286,102.93,0.93,1,6,3,2023,1,1,115,2051,0.5826086956521739,0.8064358849341785,86.0,56.0,94.0,74.14285714285714,93.0,56.0,72.9,98.0,52.0,1394.7142857142858,1949.0,662.0,1342.6666666666667,1992.0,662.0,28.1928717897877,0,-0.5
2023-03-20,East US,VM,51,521,311,118.66,1.05,0,0,3,2023,1,0,105,1795,0.4857142857142857,0.2902506963788301,67.0,93.0,68.0,71.71428571428571,93.0,51.0,71.83333333333333,98.0,51.0,1190.7142857142858,1865.0,521.0,1317.5333333333333,1992.0,521.0,10.27591154849889,0,-0.339
2023-03-20,East US,Storage,51,1341,297,118.66,1.05,0,0,3,2023,1,0,81,1774,0.6296296296296297,0.7559188275084555,51.0,86.0,70.0,69.0,93.0,51.0,71.63333333333334,98.0,51.0,1178.7142857142858,1865.0,521.0,1314.1,1992.0,521.0,13.044146285980963,0,0.257
2023-03-20,East US,Container,65,934,324,118.66,1.05,0,0,3,2023,1,0,101,1849,0.6435643564356436,0.505137912385073,51.0,67.0,79.0,67.0,93.0,51.0,71.6,98.0,51.0,1045.7142857142858,1654.0,521.0,1296.7333333333333,1992.0,521.0,29.905053073241675,1,0.09
2023-03-21,East US,VM,77,1281,367,88.09,1.07,0,1,3,2023,1,0,108,2396,0.7129629629629629,0.5346410684474123,65.0,51.0,56.0,70.0,93.0,51.0,72.36666666666666,98.0,51.0,1134.142857142857,1654.0,521.0,1311.1333333333334,1992.0,521.0,10.15184751538656,0,0.175
2023-03-21,East US,Storage,77,1549,265,88.09,1.07,0,1,3,2023,1,0,98,1510,0.7857142857142857,1.0258278145695365,77.0,51.0,93.0,67.71428571428571,86.0,51.0,72.96666666666667,98.0,51.0,1156.142857142857,1654.0,521.0,1313.0666666666666,1992.0,521.0,14.824241542524959,0,0.245
2023-03-21,East US,Container,74,1777,243,88.09,1.07,0,1,3,2023,1,0,95,1854,0.7789473684210526,0.9584681769147788,77.0,65.0,86.0,66.0,77.0,51.0,73.23333333333333,98.0,51.0,1293.857142857143,1777.0,521.0,1314.1,1992.0,521.0,26.462013680997583,0,0.317
2023-03-22,East US,VM,51,1274,458,90.25,1.08,0,2,3,2023,1,0,116,1763,0.4396551724137931,0.7226318774815655,74.0,77.0,67.0,63.714285714285715,77.0,51.0,73.0,98.0,51.0,1239.5714285714287,1777.0,521.0,1323.6666666666667,1992.0,521.0,30.756855930780798,0,0.555
2023-03-22,East US,Storage,76,539,419,90.25,1.08,0,2,3,2023,1,0,99,2072,0.7676767676767676,0.26013513513513514,51.0,77.0,51.0,67.28571428571429,77.0,51.0,73.06666666666666,98.0,51.0,1242.142857142857,1777.0,539.0,1298.6666666666667,1992.0,521.0,29.558837785078016,0,0.205
2023-03-22,East US,Container,50,1514,207,90.25,1.08,0,2,3,2023,1,0,90,2120,0.5555555555555556,0.7141509433962264,76.0,74.0,51.0,67.14285714285714,77.0,50.0,71.63333333333334,98.0,50.0,1266.857142857143,1777.0,539.0,1288.7666666666667,1992.0,521.0,16.728079283816793,0,-0.121
2023-03-23,East US,VM,76,630,395,111.59,0.92,0,3,3,2023,1,0,103,1776,0.7378640776699029,0.3547297297297297,50.0,51.0,65.0,68.71428571428571,77.0,50.0,71.7,98.0,50.0,1223.4285714285713,1777.0,539.0,1275.3333333333333,1992.0,521.0,31.365376640426074,0,0.336
2023-03-23,East US,Storage,74,1429,353,111.59,0.92,0,3,3,2023,1,0,84,1607,0.8809523809523809,0.8892345986309894,76.0,76.0,77.0,68.28571428571429,77.0,50.0,72.1,98.0,50.0,1244.5714285714287,1777.0,539.0,1256.6666666666667,1992.0,521.0,17.117472624904003,0,0.95
2023-03-23,East US,Container,54,726,388,111.59,0.92,0,3,3,2023,1,0,107,1729,0.5046728971962616,0.4198958935801041,74.0,50.0,77.0,65.0,76.0,50.0,71.3,98.0,50.0,1127.0,1777.0,539.0,1257.1333333333334,1992.0,521.0,19.76199094477803,1,-0.066
2023-03-24,East US,VM,60,1361,470,109.63,1.04,0,4,3,2023,1,0,86,2155,0.6976744186046512,0.6315545243619489,54.0,76.0,74.0,63.0,76.0,50.0,71.56666666666666,98.0,50.0,1067.5714285714287,1514.0,539.0,1270.9,1992.0,521.0,32.394742153540726,0,-0.487
2023-03-24,East US,Storage,76,1430,488,109.63,1.04,0,4,3,2023,1,0,110,1773,0.6909090909090909,0.8065425831923294,60.0,74.0,51.0,66.57142857142857,76.0,50.0,71.3,98.0,50.0,1089.857142857143,1514.0,539.0,1260.3333333333333,1992.0,521.0,29.48898697141644,0,0.554
2023-03-24,East US,Container,69,1392,471,109.63,1.04,0,4,3,2023,1,0,95,2339,0.7263157894736842,0.5951261222744763,76.0,54.0,76.0,65.57142857142857,76.0,50.0,71.26666666666667,98.0,50.0,1211.7142857142858,1514.0,630.0,1280.0333333333333,1992.0,521.0,35.47670231482534,1,-0.06
2023-03-25,East US,VM,67,1638,424,108.22,1.19,1,5,3,2023,1,1,94,2372,0.7127659574468085,0.6905564924114671,69.0,60.0,50.0,68.0,76.0,54.0,71.2,98.0,50.0,1229.4285714285713,1638.0,630.0,1300.1333333333334,1992.0,521.0,29.7283867690103,0,-1.086
2023-03-25,East US,Storage,55,1774,418,108.22,1.19,1,5,3,2023,1,1,100,2447,0.55,0.724969350224765,67.0,76.0,76.0,65.0,76.0,54.0,70.53333333333333,98.0,50.0,1392.857142857143,1774.0,726.0,1292.8666666666666,1949.0,521.0,27.049258100064147,1,0.424
2023-03-25,East US,Container,72,1966,290,108.22,1.19,1,5,3,2023,1,1,81,2112,0.8888888888888888,0.9308712121212122,55.0,69.0,74.0,64.71428571428571,76.0,54.0,70.03333333333333,98.0,50.0,1469.5714285714287,1966.0,726.0,1310.3666666666666,1966.0,521.0,12.810243034842774,0,-0.268
2023-03-26,East US,VM,56,1586,272,97.55,0.92,1,6,3,2023,1,1,96,1908,0.5833333333333334,0.8312368972746331,72.0,67.0,54.0,65.0,76.0,55.0,69.63333333333334,98.0,50.0,1592.4285714285713,1966.0,1361.0,1332.2,1966.0,521.0,21.031474091783004,0,-0.045
2023-03-26,East US,Storage,68,1442,319,97.55,0.92,1,6,3,2023,1,1,107,1753,0.6355140186915887,0.8225898459783229,56.0,55.0,60.0,66.14285714285714,76.0,55.0,69.06666666666666,98.0,50.0,1604.0,1966.0,1392.0,1317.8333333333333,1966.0,521.0,17.956071030451763,0,0.166
2023-03-26,East US,Container,87,1960,363,97.55,0.92,1,6,3,2023,1,1,86,2093,1.0116279069767442,0.9364548494983278,68.0,72.0,76.0,67.71428571428571,87.0,55.0,68.7,94.0,50.0,1679.7142857142858,1966.0,1392.0,1326.3,1966.0,521.0,17.319689301372506,0,0.095
2023-03-27,East US,VM,95,1992,454,91.1,0.92,0,0,3,2023,1,0,86,2325,1.1046511627906976,0.8567741935483871,87.0,56.0,69.0,71.42857142857143,95.0,55.0,69.8,95.0,50.0,1765.4285714285713,1992.0,1442.0,1367.6,1992.0,521.0,39.190316642573364,0,0.355
2023-03-27,East US,Storage,70,1848,475,91.1,0.92,0,0,3,2023,1,0,115,1843,0.6086956521739131,1.0027129679869777,95.0,68.0,67.0,71.85714285714286,95.0,55.0,69.0,95.0,50.0,1795.4285714285713,1992.0,1442.0,1388.9,1992.0,521.0,21.792931740002814,0,-0.218
2023-03-27,East US,Container,86,1512,400,91.1,0.92,0,0,3,2023,1,0,115,1925,0.7478260869565218,0.7854545454545454,70.0,87.0,55.0,76.28571428571429,95.0,56.0,69.6,95.0,50.0,1758.0,1992.0,1442.0,1374.3333333333333,1992.0,521.0,36.7613966553134,0,0.257
2023-03-28,East US,VM,53,1929,275,99.23,1.03,0,1,3,2023,1,0,100,1590,0.53,1.2132075471698114,86.0,95.0,72.0,73.57142857142857,95.0,53.0,69.03333333333333,95.0,50.0,1752.7142857142858,1992.0,1442.0,1391.1333333333334,1992.0,521.0,28.934158779917887,0,-0.13
2023-03-28,East US,Storage,94,1078,393,99.23,1.03,0,1,3,2023,1,0,115,1725,0.8173913043478261,0.624927536231884,53.0,70.0,56.0,79.0,95.0,53.0,69.53333333333333,95.0,50.0,1680.142857142857,1992.0,1078.0,1364.9,1992.0,521.0,33.84433910624945,0,0.369
2023-03-28,East US,Container,73,1685,456,99.23,1.03,0,1,3,2023,1,0,82,1959,0.8902439024390244,0.8601327207759061,94.0,86.0,68.0,79.71428571428571,95.0,53.0,70.1,95.0,50.0,1714.857142857143,1992.0,1078.0,1399.0,1992.0,521.0,25.079112793155765,0,0.308
2023-03-29,East US,VM,88,840,444,102.77,1.08,0,2,3,2023,1,0,91,2365,0.967032967032967,0.35517970401691334,73.0,53.0,87.0,79.85714285714286,95.0,53.0,69.93333333333334,95.0,50.0,1554.857142857143,1992.0,840.0,1380.5,1992.0,521.0,27.307116538790773,1,-0.468
2023-03-29,East US,Storage,98,1203,305,102.77,1.08,0,2,3,2023,1,0,106,1771,0.9245283018867925,0.6792772444946358,88.0,94.0,95.0,80.28571428571429,98.0,53.0,70.33333333333333,98.0,50.0,1442.142857142857,1929.0,840.0,1393.5,1992.0,521.0,24.77553081456592,1,0.543
2023-03-29,East US,Container,92,881,432,102.77,1.08,0,2,3,2023,1,0,82,1575,1.1219512195121952,0.5593650793650794,98.0,73.0,70.0,83.42857142857143,98.0,53.0,71.16666666666667,98.0,50.0,1304.0,1929.0,840.0,1367.7333333333333,1992.0,521.0,15.857289633941335,0,-0.268
2023-03-30,East US,VM,61,944,439,100.13,1.15,0,3,3,2023,1,0,82,1962,0.7439024390243902,0.48114169215086644,92.0,88.0,86.0,79.85714285714286,98.0,53.0,71.5,98.0,50.0,1222.857142857143,1929.0,840.0,1381.8333333333333,1992.0,539.0,31.67356345784516,0,0.404
2023-03-30,East US,Storage,82,1824,289,100.13,1.15,0,3,3,2023,1,0,93,1733,0.8817204301075269,1.0525100980957875,61.0,98.0,53.0,84.0,98.0,61.0,72.53333333333333,98.0,50.0,1207.857142857143,1824.0,840.0,1397.9333333333334,1992.0,539.0,18.423170873225672,0,0.184
2023-03-30,East US,Container,88,1487,449,100.13,1.15,0,3,3,2023,1,0,89,1635,0.9887640449438202,0.909480122324159,82.0,92.0,94.0,83.14285714285714,98.0,61.0,73.3,98.0,50.0,1266.2857142857142,1824.0,840.0,1416.3666666666666,1992.0,539.0,10.729478992943616,0,0.919
2023-03-31,East US,VM,78,604,401,97.35,1.27,0,4,3,2023,1,0,103,2182,0.7572815533980582,0.2768102658111824,88.0,61.0,73.0,83.85714285714286,98.0,61.0,73.33333333333333,98.0,50.0,1111.857142857143,1824.0,604.0,1393.8,1992.0,539.0,29.364168877215036,0,-0.112
2023-03-31,East US,Storage,51,1789,409,97.35,1.27,0,4,3,2023,1,0,111,2172,0.4594594594594595,0.8236648250460405,78.0,82.0,88.0,78.57142857142857,98.0,51.0,72.46666666666667,98.0,50.0,1247.4285714285713,1824.0,604.0,1401.8,1992.0,539.0,15.313320382211469,0,-0.175
2023-03-31,East US,Container,58,1900,238,97.35,1.27,0,4,3,2023,1,0,109,1505,0.5321100917431193,1.2624584717607974,51.0,88.0,98.0,72.85714285714286,92.0,51.0,71.93333333333334,98.0,50.0,1347.0,1900.0,604.0,1405.9,1992.0,539.0,38.21375753058743,0,-0.01
2023-01-10,North Europe,Container,52,1185,479,90.92,0.86,0,1,1,2023,1,0,110,2283,0.4727272727272727,0.519053876478318,74.0,70.0,98.0,69.57142857142857,94.0,52.0,74.8,98.0,50.0,930.7142857142857,1297.0,526.0,1249.6666666666667,1943.0,501.0,38.617857310077625,0,-0.152
2023-01-11,North Europe,VM,77,1877,487,114.66,0.98,0,2,1,2023,1,0,107,1963,0.719626168224299,0.95618950585838,52.0,52.0,69.0,70.71428571428571,94.0,52.0,74.93333333333334,98.0,50.0,1091.2857142857142,1877.0,526.0,1247.6666666666667,1943.0,501.0,37.44593170661346,0,0.4
2023-01-11,North Europe,Storage,72,1353,250,114.66,0.98,0,2,1,2023,1,0,100,1646,0.72,0.8219927095990279,77.0,74.0,94.0,67.57142857142857,77.0,52.0,75.63333333333334,98.0,50.0,1132.857142857143,1877.0,526.0,1235.6,1943.0,501.0,21.10476100766333,0,-0.808
2023-01-11,North Europe,Container,74,1074,389,114.66,0.98,0,2,1,2023,1,0,88,2459,0.8409090909090909,0.436762911752745,72.0,52.0,76.0,67.28571428571429,77.0,52.0,75.36666666666666,98.0,50.0,1211.142857142857,1877.0,627.0,1239.4333333333334,1943.0,501.0,10.463698495866023,0,-0.527
2023-01-12,North Europe,VM,91,1156,319,100.68,0.86,0,3,1,2023,1,0,94,2409,0.9680851063829787,0.47986716479867164,74.0,77.0,70.0,70.28571428571429,91.0,52.0,76.7,98.0,50.0,1191.0,1877.0,627.0,1215.8666666666666,1943.0,501.0,37.84955687763176,1,-0.534
2023-01-12,North Europe,Storage,68,1581,428,100.68,0.86,0,3,1,2023,1,0,91,1860,0.7472527472527473,0.85,91.0,72.0,52.0,72.57142857142857,91.0,52.0,75.76666666666667,98.0,50.0,1327.2857142857142,1877.0,1065.0,1220.0666666666666,1943.0,501.0,22.84552444951943,0,0.475
2023-01-12,North Europe,Container,75,616,478,100.68,0.86,0,3,1,2023,1,0,92,2107,0.8152173913043478,0.292358803986711,68.0,74.0,74.0,72.71428571428571,91.0,52.0,75.06666666666666,98.0,50.0,1263.142857142857,1877.0,616.0,1222.8,1943.0,501.0,38.999644571310085,0,0.855
2023-01-13,North Europe,VM,96,1508,293,94.56,1.01,0,4,1,2023,1,0,118,2257,0.8135593220338984,0.6681435533894551,75.0,91.0,52.0,79.0,96.0,68.0,75.13333333333334,98.0,50.0,1309.2857142857142,1877.0,616.0,1220.9333333333334,1943.0,501.0,38.90859931267758,0,-0.052
2023-01-13,North Europe,Storage,95,1457,403,94.56,1.01,0,4,1,2023,1,0,106,1960,0.8962264150943396,0.7433673469387755,96.0,68.0,77.0,81.57142857142857,96.0,68.0,76.16666666666667,98.0,50.0,1249.2857142857142,1581.0,616.0,1250.7,1943.0,501.0,35.5902836640208,0,-0.084
2023-01-13,North Europe,Container,65,717,238,94.56,1.01,0,4,1,2023,1,0,87,1520,0.7471264367816092,0.47171052631578947,95.0,75.0,72.0,80.57142857142857,96.0,65.0,75.9,98.0,50.0,1158.4285714285713,1581.0,616.0,1219.5333333333333,1943.0,501.0,18.83346676208757,0,0.035
2023-01-14,North Europe,VM,82,1456,378,88.49,1.04,1,5,1,2023,1,1,117,2182,0.7008547008547008,0.6672777268560953,65.0,96.0,74.0,81.71428571428571,96.0,65.0,76.96666666666667,98.0,50.0,1213.0,1581.0,616.0,1231.0,1943.0,501.0,21.552931858057757,0,0.581
2023-01-14,North Europe,Storage,92,1791,264,88.49,1.04,1,5,1,2023,1,1,115,1636,0.8,1.0947432762836187,82.0,95.0,91.0,81.85714285714286,96.0,65.0,78.36666666666666,98.0,52.0,1303.7142857142858,1791.0,616.0,1239.7666666666667,1943.0,501.0,35.534100145505704,0,-0.464
2023-01-14,North Europe,Container,82,1691,242,88.49,1.04,1,5,1,2023,1,1,92,2178,0.8913043478260869,0.7764003673094583,92.0,65.0,68.0,83.85714285714286,96.0,65.0,79.0,98.0,52.0,1319.4285714285713,1791.0,616.0,1250.4666666666667,1943.0,501.0,19.50766015468833,0,0.119
2023-01-15,North Europe,VM,85,1917,391,93.99,0.97,1,6,1,2023,1,1,90,2476,0.9444444444444444,0.774232633279483,82.0,82.0,75.0,85.28571428571429,96.0,65.0,79.26666666666667,98.0,52.0,1505.2857142857142,1917.0,717.0,1262.6666666666667,1943.0,501.0,15.084782400582775,0,0.488
2023-01-15,North Europe,Storage,84,1622,235,93.99,0.97,1,6,1,2023,1,1,92,1507,0.9130434782608695,1.0763105507631054,85.0,92.0,96.0,83.57142857142857,95.0,65.0,78.96666666666667,98.0,52.0,1521.5714285714287,1917.0,717.0,1254.6333333333334,1943.0,501.0,26.704037873750504,0,0.251
2023-01-15,North Europe,Container,67,1508,295,93.99,0.97,1,6,1,2023,1,1,93,2496,0.7204301075268817,0.6041666666666666,84.0,82.0,95.0,79.57142857142857,92.0,65.0,79.2,98.0,52.0,1528.857142857143,1917.0,717.0,1242.5333333333333,1943.0,501.0,38.08464322482343,1,0.095
2023-01-16,North Europe,VM,56,1217,422,93.98,1.19,0,0,1,2023,1,0,95,1975,0.5894736842105263,0.6162025316455696,67.0,85.0,65.0,78.28571428571429,92.0,56.0,77.8,98.0,52.0,1600.2857142857142,1917.0,1217.0,1266.4,1943.0,526.0,30.88089390024919,0,0.501
2023-01-16,North Europe,Storage,68,1890,343,93.98,1.19,0,0,1,2023,1,0,109,1835,0.6238532110091743,1.0299727520435968,56.0,84.0,82.0,76.28571428571429,92.0,56.0,77.5,98.0,52.0,1662.2857142857142,1917.0,1217.0,1284.2666666666667,1943.0,526.0,27.101835102680948,0,-1.352
2023-01-16,North Europe,Container,54,1622,224,93.98,1.19,0,0,1,2023,1,0,95,2114,0.5684210526315789,0.7672658467360454,68.0,67.0,92.0,70.85714285714286,85.0,54.0,76.56666666666666,98.0,52.0,1638.142857142857,1917.0,1217.0,1308.8666666666666,1943.0,526.0,12.915294813123056,1,0.339
2023-01-17,North Europe,VM,51,528,364,99.87,0.89,0,1,1,2023,1,0,90,2065,0.5666666666666667,0.25569007263922516,54.0,56.0,82.0,66.42857142857143,85.0,51.0,75.96666666666667,98.0,51.0,1472.0,1917.0,528.0,1281.0333333333333,1943.0,526.0,28.45021680097509,0,-0.327
2023-01-17,North Europe,Storage,87,838,335,99.87,0.89,0,1,1,2023,1,0,85,2141,1.0235294117647058,0.39140588510042035,51.0,68.0,85.0,66.71428571428571,87.0,51.0,75.86666666666666,98.0,51.0,1317.857142857143,1890.0,528.0,1261.3666666666666,1943.0,526.0,39.7016155031279,0,-0.915
2023-01-17,North Europe,Container,97,1888,344,99.87,0.89,0,1,1,2023,1,0,101,1565,0.9603960396039604,1.2063897763578275,87.0,54.0,84.0,68.57142857142857,97.0,51.0,76.16666666666667,98.0,51.0,1355.857142857143,1890.0,528.0,1296.4,1943.0,526.0,14.202520457095721,0,0.256
2023-01-18,North Europe,VM,98,1932,316,108.23,0.88,0,2,1,2023,1,0,100,2428,0.98,0.7957166392092258,97.0,51.0,67.0,73.0,98.0,51.0,76.7,98.0,51.0,1416.4285714285713,1932.0,528.0,1323.2333333333333,1943.0,526.0,25.5498895709121,0,0.687
2023-01-18,North Europe,Storage,55,557,243,108.23,0.88,0,2,1,2023,1,0,118,1871,0.4661016949152542,0.29770176376269375,98.0,87.0,56.0,72.85714285714286,98.0,51.0,75.26666666666667,98.0,51.0,1322.142857142857,1932.0,528.0,1277.0333333333333,1932.0,526.0,36.32119215783867,1,-0.069
2023-01-18,North Europe,Container,94,1171,372,108.23,0.88,0,2,1,2023,1,0,118,1890,0.7966101694915254,0.6195767195767196,55.0,97.0,68.0,76.57142857142857,98.0,51.0,76.1,98.0,51.0,1219.4285714285713,1932.0,528.0,1290.9666666666667,1932.0,526.0,32.22305853262613,0,0.476
2023-01-19,North Europe,VM,57,1645,363,102.09,0.8,0,3,1,2023,1,0,98,1868,0.5816326530612245,0.8806209850107066,94.0,98.0,54.0,77.0,98.0,51.0,74.86666666666666,98.0,51.0,1222.7142857142858,1932.0,528.0,1310.4,1932.0,526.0,30.91047222985804,0,0.806
2023-01-19,North Europe,Storage,75,1197,377,102.09,0.8,0,3,1,2023,1,0,90,2405,0.8333333333333334,0.49771309771309774,57.0,55.0,51.0,80.42857142857143,98.0,55.0,74.83333333333333,98.0,51.0,1318.2857142857142,1932.0,557.0,1332.7666666666667,1932.0,528.0,31.07452251961328,0,0.657
2023-01-19,North Europe,Container,77,1231,240,102.09,0.8,0,3,1,2023,1,0,108,2231,0.7129629629629629,0.5517705064993277,75.0,94.0,87.0,79.0,98.0,55.0,75.06666666666666,98.0,51.0,1374.4285714285713,1932.0,557.0,1330.5666666666666,1932.0,528.0,20.784734536592655,0,0.82
2023-01-20,North Europe,VM,67,723,438,86.72,1.02,0,4,1,2023,1,0,84,1759,0.7976190476190477,0.41102899374644686,77.0,57.0,97.0,74.71428571428571,98.0,55.0,75.56666666666666,98.0,51.0,1208.0,1932.0,557.0,1333.7666666666667,1932.0,528.0,18.8077553279348,0,0.371
2023-01-20,North Europe,Storage,98,1352,481,86.72,1.02,0,4,1,2023,1,0,88,1837,1.1136363636363635,0.7359825802939576,67.0,75.0,98.0,74.71428571428571,98.0,55.0,76.36666666666666,98.0,51.0,1125.142857142857,1645.0,557.0,1343.3333333333333,1932.0,528.0,34.28083466435541,0,0.038
2023-01-20,North Europe,Container,74,1326,482,86.72,1.02,0,4,1,2023,1,0,107,2064,0.6915887850467289,0.6424418604651163,98.0,77.0,55.0,77.42857142857143,98.0,57.0,77.1,98.0,51.0,1235.0,1645.0,723.0,1348.0333333333333,1932.0,528.0,34.30340184037542,0,-0.801
2023-01-21,North Europe,VM,83,1871,294,107.38,1.02,1,5,1,2023,1,1,98,2314,0.8469387755102041,0.8085566119273985,74.0,67.0,94.0,75.85714285714286,98.0,57.0,77.3,98.0,51.0,1335.0,1871.0,723.0,1347.8333333333333,1932.0,528.0,36.01216955740311,0,-0.123
